Parc,Sub-P,NumAr,x_rev,y,x,DAP,Prod.,Ambiente,copa,Observacao
4,3,50,148,370,-2,31.6,1,Terra Firme,co-dominante,suprimida por cípos
3,1,44,48,378,-2,16.3,0,Terra Firme,suprimida,
2,7,266,348,380,-2,13.2,0,Baixio,dominante,
4,6,126,298,380,-2,13.8,0,Baixio,co-dominante,
4,3,49,148,398,-2,26.7,1,Terra Firme,co-dominante,suprimida por cípos
1,3,90,149,3,-1,17,0,Baixio,intermediaria,
2,5,125,249,19,-1,30.8,1,Terra Firme,co-dominante,
2,1,3,49,29,-1,28,1,Terra Firme,intermediaria,
1,3,98,149,30,-1,12,0,Baixio,suprimida,
2,1,4,49,49,-1,49,1,Terra Firme,co-dominante,
1,2,85,99,50,-1,29,1,Baixio,co-dominante,
2,6,183,299,87,-1,31,1,Terra Firme,co-dominante,suprimida por cípos
1,5,201,249,105,-1,30.6,1,Baixio,co-dominante,
1,5,197,249,130,-1,14.2,0,Baixio,intermediaria,
1,3,118,149,141,-1,11.9,0,Baixio,intermediaria,
2,7,211,349,168,-1,15,0,Terra Firme,suprimida,cípo
4,6,187,299,220,-1,12,0,Terra Firme,intermediaria,
1,3,130,149,240,-1,24,1,Baixio,co-dominante,
1,2,69,99,242,-1,28,1,Terra Firme,co-dominante,suprimida por cípo
1,7,290,349,260,-1,25.2,1,Baixio,co-dominante,*
3,1,33,49,260,-1,33.4,1,Baixio,co-dominante,quase dominante
4,6,117,299,277,-1,76,1,Baixio,dominante,
3,7,316,349,284,-1,15.9,0,Terra Firme,suprimida,cípo
2,6,164,299,298,-1,27.3,1,Terra Firme,co-dominante,
1,7,380,349,307,-1,20.4,0,Baixio,co-dominante,suprimida por cípo
2,1,19,49,323,-1,23.1,0,Terra Firme,intermediaria,
2,2,33,99,335,-1,12.2,0,Terra Firme,suprimida,
1,6,379,299,355,-1,17,0,Baixio,intermediaria,quebrada e rebrotando
3,5,410,249,390,-1,12.5,0,Baixio,co-dominante,rebrotando
1,5,228,249,395,-1,18,1,Baixio,intermediaria,
1,3,91,150,15,0,22,1,Baixio,co-dominante,
3,7,345,350,29,0,11.9,0,Terra Firme,intermediaria,
2,3,261,150,48,0,17.4,0,Terra Firme,suprimida,tronco rebrotou
3,2,384,100,63,0,33.5,1,Baixio,co-dominante,
3,3,146,150,77,0,25.5,1,Baixio,co-dominante,
4,6,110,300,80,0,63.3,1,Terra Firme,dominante,
3,3,134,150,87,0,32.7,1,Baixio,co-dominante,suprimida por cípo
3,2,385,100,90,0,21.5,0,Baixio,intermediaria,
3,3,135,150,100,0,14.7,0,Baixio,suprimida,
1,5,198,250,110,0,11.1,0,Baixio,intermediaria,
3,2,60,100,136,0,18.2,0,Terra Firme,co-dominante,suprimida por cípo
3,8,349,400,153,0,10,0,Terra Firme,co-dominante,
2,7,210,350,165,0,11.1,0,Terra Firme,suprimida,cípo
"3,3,112,150,194,0,32.4,1,Baixio,co-dominante,""medido em cima/cupim/doente, suprimida por cípo"""
2,8,277,400,220,0,12.5,0,Transição,intermediaria,
3,4,194,200,222,0,56.5,1,Baixio,dominante,
4,8,164,400,260,0,12.7,0,Transição,suprimida,
4,7,137,350,340,0,10.3,0,Baixio,suprimida,10% luz
1,4,151,200,340,0,23.8,0,Baixio,intermediaria,
1,6,424,300,400,0,13.3,0,Baixio,intermediaria,
